USER NAME           ID                  LOCATION
@BenParfitt:        101939              Nampa
@Childrens_wish     101954              Boise
@CosmoCheese        101957              Los Angeles
@I_Am_Hughes        102002              Los Angeles
@IanBury            102003              Los Angeles
@helenlewis:        102171              Nampa
@rauper             102232              Los Angeles
@ImNotMoises:       102298              Los Angeles
@cassique_          102571              Los Angeles
@chrisymas          102578              Nampa
@TristanGeoffroy    102705              Boise
@tariqjmalik        102739              Los Angeles
@1059thecat         102741              Boise
@Ohdoctah:          102815              Nampa
@kahruhl:           102905              Boise
@ohhoe,             102917              Nampa
@shwoodsduck        102933              Boise
@GamerEuphoria      102979              Nampa
@QuintinForbes:     103018              Nampa
@RichardWiseman:    103021              Nampa
@Smithy__101        103024              Nampa
@StuffedDom         103028              Los Angeles
@Swaza_13           103031              Boise
@Wireheadking       103044              Los Angeles
@emaxwell458:       103072              Los Angeles
@griffman99         103077              Los Angeles
@Gamechurch         103145              Los Angeles
@andrewmtodd        103202              Boise
@andrewmtodd:       103203              Los Angeles
@benrector!         103204              Los Angeles
@cakewrecks         103209              Los Angeles
@AIDS_United:       103278              Boise
@AtlanticCities)    103289              Boise
@BenjySarlin        103299              Nampa
@BevanDufty         103300              Los Angeles
@EdwardWatersCollege103352              Nampa
@GOPoversight:      103370              Boise
@GiveAnHour         103372              Nampa
@HUDUSERnews:       103401              Nampa
@HomeDepot          103407              Los Angeles
@NY1headlines       103495              Nampa
@ROSECDC            103534              Boise
@RayLaHood          103539              Boise
@SusieMcMahon       103592              Nampa
@epasmartgrowth     103700              Los Angeles
@evanmc_s:          103703              Los Angeles
@fastwalker79       103705              Nampa
@gbeltalliance      103714              Boise
@joncarson44        103755              Nampa
@portlandhousing    103828              Los Angeles
@realtors           103834              Boise
@rwjf_pubhealth     103843              Los Angeles
@smartgrowthusa     103851              Los Angeles
@thehill)           103871              Boise
@EldridgeHD         103909              Los Angeles
@_beelzeboss        104058              Boise
@sou_panda          104105              Los Angeles
@thalyssu:          104107              Los Angeles
@AmazonMP3's        104115              Los Angeles
@CharlaVailUA       104120              Boise
@SpaceManAndy:      104238              Boise
@SeniorCorps        104334              Boise
@ErinGNN            104395              Nampa
@FootballFunnys:    104397              Boise
@JackQuaid92:       104408              Los Angeles
@SassNSlide:        104457              Nampa
@Shanna_Cat         104459              Nampa
@midgetderp         104593              Los Angeles
@mizElmo123         104599              Nampa
@biiahferrero)      104709              Los Angeles
@CAHomeandDesign:   104820              Los Angeles
@HstryQT            104843              Nampa
@Minneapolis/St.    104871              Nampa
@PDXArtMuseum       104891              Nampa
@SprungAtLast       104913              Nampa
@WhiteRabbitTruk    104932              Boise
@Wittylama:         104933              Los Angeles
@ZeroDivideorg:     104937              Nampa
@artlust:           104951              Nampa
@arts_marketing     104953              Nampa
@asianartmuseum     104957              Nampa
@gopleinair:        105017              Boise
@gwendolynkelly     105018              Boise
@mia_out:           105079              Los Angeles
@museumofnow        105088              Los Angeles
@rjstein            105122              Los Angeles
@Ellenya            105189              Boise
@Erfan              105191              Nampa
@JScottCampbell     105209              Nampa
@Jakeplusplus       105210              Los Angeles
@Jolyma             105211              Los Angeles
@damienroc          105242              Nampa
@denabills          105245              Boise
@flutie             105251              Boise
@ARKahler           105300              Los Angeles
@AdLit:             105303              Los Angeles
@AlishaKlapheke     105307              Boise
@CassandraYorgey:   105345              Boise
@ChristasBooks      105349              Boise
@CindaChima         105353              Boise
@ElizEulberg        105382              Nampa
@EllenHopkinsYA     105383              Boise
@EverydayeBook      105389              Boise
@Jeanne0o0:         105429              Los Angeles
@JessaRusso         105437              Los Angeles
@JulieHeartBooks    105444              Boise
@KOrtizzle          105450              Los Angeles
@KateMessner:       105458              Nampa
@KristinaHorner     105477              Los Angeles
@MegWolitzer,       105522              Nampa
@MrSchuReads:       105540              Nampa
@brebishop          105702              Nampa
@chachictweets      105723              Nampa
@felicitydisco      105772              Los Angeles
@fiktshun           105773              Los Angeles
@flamingo1325       105774              Boise
@foxvertebrae       105775              Los Angeles
@galleycat          105778              Nampa
@ixtumea            105812              Los Angeles
@nielsenwriter      105945              Boise
@Hollow_T           107034              Los Angeles
@JAViMERCZ          107049              Nampa
@JLesman            107051              Los Angeles
@JONORMUSwaG        107052              Boise
@ManuaLives:        107095              Nampa
@Mr_Dupri           107105              Boise
@Mr_FraNChiS        107107              Los Angeles
@MuRRizzLe          107109              Los Angeles
@Myksta94           107110              Los Angeles
@NJCU               107114              Boise
@NasaSleepytime     107121              Boise
@Phillies_x         107141              Nampa
@SoctaneZ           107170              Los Angeles
@mons73r            107299              Boise
@warrior_x9         107339              Boise
@AlexaPunks         107355              Los Angeles
@CaLu_Fernandez:    107372              Nampa
@annesiaf           107503              Nampa
@calumoe            107508              Nampa
@erickapgr_:        107517              Boise
@heyrosetta         107524              Nampa
@hitthedeckfest     107525              Nampa
@imashawtymane      107530              Nampa
@SiteAnahiBrasil:   107775              Los Angeles
@igorbenhuy         107788              Nampa
@anarchytweet       107814              Los Angeles
@tool               107827              Boise
@AfricanJourno:     107840              Los Angeles
@CTJazzFest         107959              Nampa
@EarlyStartCNN      107999              Boise
@EmilySmithCNN      108007              Nampa
@JacquiJeras        108048              Boise
@JoshLevsCNN        108075              Nampa
@MarkArum           108123              Boise
@MarkPrestonCNN     108125              Boise
@MarySnowCNN        108129              Los Angeles
@MoeKhatib          108141              Nampa
@PrestonCNN         108179              Nampa
@Radiolab.          108190              Nampa
@ac30:              108279              Boise
@amcoren:           108290              Nampa
@arwaCNN            108300              Los Angeles
@audreycnn          108303              Los Angeles
@ayalablue:         108307              Nampa
@donriddellcnn      108388              Nampa
@grantarh           108424              Nampa
@imfnews            108442              Nampa
@jdsutter:          108453              Los Angeles
@jjsimonCNN         108458              Boise
@joebraidwood       108459              Boise
@kbyronCNN          108479              Nampa
@pointe_magazine:   108540              Los Angeles
@purefoyCNN:        108541              Boise
@sebastiancnn       108574              Nampa
@WWEEpico           108777              Nampa
@eastcoastmessy     108779              Boise
@ScepticGeek        108839              Los Angeles
@Vergecraft1        108848              Boise
@conniedarko        108858              Boise
@paulpaliath        108903              Nampa
@ssttrroouudd:      108914              Los Angeles
@FLASC_             108957              Los Angeles
@FreeRangeHumans    108958              Nampa
@adsk_adamm's       109014              Nampa
@bimtechnologies:   109028              Nampa
@projectvasari:     109058              Nampa
@ConHarrington1     109099              Los Angeles
@CraftLass,         109101              Los Angeles
@astro_clay         109155              Los Angeles
@jeffreyworks:      109187              Nampa
@krissy314          109192              Boise
@priesett           109207              Nampa
@sciteach81         109209              Los Angeles
@tab18              109219              Los Angeles
@QuanticTheognis    109378              Boise
@R9Rai:             109385              Nampa
@Sarcasmx:          109390              Los Angeles
@mal_mal2011        109437              Los Angeles
@thepsychal         109449              Los Angeles
@DaniiReiz          109472              Boise
@biacardosoZ        109581              Nampa
@Saint_KiddChile    109700              Nampa
@VEJA:              109707              Nampa
@papaulinhaa        109771              Los Angeles
@CornellCALS:       109935              Nampa
@LeicaBirding:      109944              Los Angeles
@thepaulriss        109984              Boise
@BrianCardinal      109998              Los Angeles
@dallasmavs         110055              Los Angeles
@talkhoops          110100              Los Angeles
@NickPopovich       110141              Boise
@justplainrii       110235              Nampa
@naroomin           110254              Los Angeles
@walrusmagazine     110302              Nampa
@McrSciFest         110353              Boise
@NewburyAS:         110355              Boise
@SamHawkins         110371              Los Angeles
@lcogt              110425              Nampa
@maggiephilbin:     110429              Boise
@Fun_Beard          110523              Los Angeles
@suzieqz7           110703              Los Angeles
@vannenwatches      110713              Boise
@JessiKirby         110785              Boise
@chrstinef          110918              Nampa
@courtney_s         110923              Los Angeles
@elliefalcone       110933              Los Angeles
@grattongirl:       110944              Nampa
@iamchubbybunny     110955              Los Angeles
@michaelbourret     110997              Nampa
@moirarogersbree:   111001              Boise
@storyforburning    111045              Los Angeles
@the_SDB            111049              Los Angeles
@thefayz            111051              Boise
@thefuturefire      111052              Boise
@AcerKaoru          111074              Boise
@pughydude          111121              Boise
@Felipz_Felix       111147              Nampa
@HG_HP:             111148              Boise
@HayleyDaFavela:    111152              Boise
@IAMMILKBITCHES     111153              Los Angeles
@Predrero:          111171              Nampa
@RamonaGeek:        111172              Boise
@myundinglove       111197              Los Angeles
@jawltd             111220              Los Angeles
@FoodieChap.com     111288              Nampa
@FullStopConcert:   111290              Los Angeles
@Gotye              111294              Los Angeles
@STRAWBERRYradio    111385              Nampa
@danieldaekim:      111453              Nampa
@fernandov997       111474              Nampa
@gaborrr            111478              Los Angeles
@infusionlounge     111487              Boise
@jackiehollywood    111489              Nampa
@jodicasting        111500              Nampa
@justingermono      111504              Boise
@megatanner         111514              Los Angeles
@Feeling_Sorry:     111558              Nampa
@cabaret_           111738              Boise
@martincaine        111774              Los Angeles
@mrbouffant         111778              Boise
@philippedasilva    111787              Los Angeles
@pippinbarr         111789              Boise
@sdgames            111797              Los Angeles
@A_L                111819              Boise
@BleepBot           111829              Los Angeles
@BostonAbrams       111830              Boise
@GiveWell           111850              Los Angeles
@intldogooder:      111970              Boise
@jacqui             111971              Nampa
@jdlahart:          111973              Nampa
@jeremybowers       111974              Los Angeles
@jonathanellis      111979              Los Angeles
@minotaurshock      112002              Boise
@muxmool            112007              Los Angeles
@mwardtweeting)     112008              Los Angeles
@pilhofer           112019              Boise
@TheDougScott       112109              Boise
@VelasLupus         112117              Boise
@garthanie          112141              Nampa
@gsears3            112142              Nampa
@hazado_            112144              Los Angeles
@CalumWorthy        112208              Boise
@FrankieJonas!      112237              Los Angeles
@GaryPaulsays       112239              Boise
@Gateway            112240              Nampa
@Givenik            112242              Los Angeles
@H2SBway.           112247              Boise
@JONASBROTHERS      112259              Boise
@Rob_Hoffman:       112357              Nampa
@TADAO310:          112371              Los Angeles
@TeamJonasFr:       112374              Nampa
@TisdaleLoves       112384              Nampa
@adamjosephj        112393              Los Angeles
@ddlovato!          112422              Los Angeles
@franktatick        112441              Nampa
@hendrixcheers      112449              Boise
@kimmycarrera:      112493              Los Angeles
@linnetorre         112499              Boise
@mikeydeleasa       112520              Nampa
@ArmisteadMaupin:   112587              Nampa
@torrHL:            112599              Nampa
@blurrymind         112705              Boise
@clutch08           112708              Boise
@jungcaster         112739              Nampa
@Slurpee            112818              Nampa
@davenmayeda        112884              Boise
@flyingzugzwang     112895              Los Angeles
@shaoface           112940              Boise
@singaporebrides    112941              Los Angeles
@stylist_dhicks     112945              Boise
@treehuggertl       112950              Nampa
@DjNimH             112975              Los Angeles
@Genkimon0:         112979              Los Angeles
@LAHaninFitness     112991              Los Angeles
@missA_jia          113050              Nampa
@1ruiva:            113075              Nampa
@BelatrixTeSeduz    113079              Nampa
@HayleyDiva_        113101              Nampa
@News_Avril:        113128              Nampa
@TeamJeremyBR:      113139              Los Angeles
@TerryBalsamo       113140              Nampa
@TeuFuturoNamo      113141              Nampa
@YesColirios:       113147              Boise
@orelhasdodanny     113227              Boise
@ASD_Indonesia      113280              Nampa
@BlackCardsINA      113289              Boise
@JakartaConcerts    113320              Boise
@SoalParamore:      113374              Los Angeles
@WarnerMusicID      113390              Los Angeles
@desyendira         113411              Boise
@dhannis:           113414              Los Angeles
@dhilldul:          113415              Los Angeles
@freemagz           113418              Boise
@freemagz:          113419              Boise
@paramoreIDN:       113448              Boise
@viakrstm           113481              Los Angeles
@3ChicksOnLit       113490              Nampa
@KimberlyNFoster    113554              Boise
@PeterDavisNYC      113571              Los Angeles
@adnys:             113597              Los Angeles
@originmagazine     113718              Los Angeles
@samfbiddle:        113732              Boise
@thecandystoresf    113747              Boise
@AbdulNasirJ        113771              Boise
@ArarMaher:         113784              Nampa
@Arthur2Naseer      113785              Los Angeles
@BilalAliAnsari     113795              Nampa
@CeaseFire_IL       113803              Los Angeles
@DawudWalid:        113815              Nampa
@IslamicRelief:     113854              Boise
@TheNarcicyst       113939              Los Angeles
@sahloul            114112              Boise
@sharifmurphy:      114119              Nampa
@shobz              114120              Boise
@tracyswartz        114133              Boise
@BenL               114151              Los Angeles
@JGAui              114178              Los Angeles
@cra:               114345              Los Angeles
@cru                114348              Nampa
@dsa:               114377              Nampa
@dscape.            114379              Nampa
@endform            114388              Boise
@enf                114389              Los Angeles
@episod             114391              Boise
@episod:            114392              Boise
@ericf              114393              Nampa
@ericlaw            114395              Boise
@humphd             114450              Los Angeles
@kyledoherty        114531              Los Angeles
@lalannefitness     114533              Nampa
@miguelrios         114575              Boise
@ycombinator:       114753              Nampa
@4mat_scenemusic    114798              Boise
@RandyClemensEsq:   114831              Los Angeles
@neilbarofsky:      114922              Los Angeles
@nick_lowe_         114923              Los Angeles
@thedaniel          114947              Boise
@michaelrobles:     115008              Boise
@news30app)         115009              Los Angeles
@tylershepard223    115020              Boise
@MarrymeBMars       115029              Los Angeles
@NateRalph:         115083              Los Angeles
@alanrules          115098              Nampa
@dannosowitz        115121              Los Angeles
@gchiemingo         115137              Boise
@itsmissy           115149              Boise
@jopearl:           115154              Boise
@paullicino         115175              Nampa
@redsox             115184              Boise
@tekzilla.          115192              Nampa
@weirdlyperfect     115197              Los Angeles
@wendystruction     115199              Nampa
@LouboutinWorld:    115210              Nampa
@Valiantgw          115217              Nampa
@letsbeparawhore:   115247              Boise
@lovegivemelove:    115248              Los Angeles
@DotADeMoN:         115272              Boise
@MrAndMrsGamer:     115315              Boise
@Semiprojoe         115333              Nampa
@MeChamadePri       115452              Nampa
@alexmedela         115499              Boise
@collitadenis       115507              Boise
@dimecarlota:       115510              Nampa
@enlaroca:          115514              Boise
@ericescalajr       115515              Los Angeles
@bestbuyunionsq     115587              Nampa
@CuteMudkip         115701              Nampa
@DanielOnePiece     115704              Boise
@DarthMOES:         115708              Los Angeles
@ET00880            115724              Los Angeles
@FaZeDNag           115727              Boise
@FaZeHeist          115730              Boise
@FaZeHeist:         115731              Nampa
@FarikoT1           115734              Boise
@LOLsteveLOL        115770              Los Angeles
@LedaBunnie         115772              Los Angeles
@Ryan__Monks        115825              Boise
@VthX_XiiRO         115882              Los Angeles
@iBeWonKa           115924              Los Angeles
@mrinsanexghost     115953              Nampa
@MDHOY:             117020              Los Angeles
@Worm472            117074              Boise
@girly_gamer_x      117083              Boise
@mmo_reporter       117089              Nampa
@DhruvBhutani       117118              Los Angeles
@ErinDavern         117123              Boise
@TechThisOutABC:    117173              Los Angeles
@WeirdEaredJas      117184              Nampa
@zippy573           117293              Boise
@BeardnorH4:        117298              Nampa
@BobLoblawtx:       117299              Boise
@CaptainMarz        117302              Los Angeles
@HolyHandGnade:     117328              Boise
@ImmortalGFX        117332              Los Angeles
@V3rbal1781         117382              Boise
@hauppaugegaming    117400              Los Angeles
@xPALVANDx          117432              Nampa
@xPups              117433              Boise
@Adrestia71         117438              Los Angeles
@Archlord           117442              Boise
@CaLiGiRL_SvG       117455              Boise
@Fariko_XLNC:       117473              Nampa
@Kitrini            117497              Boise
@MLGSC2Scores       117509              Nampa
@OZenriquee:        117525              Boise
@TheLANnetwork:     117558              Nampa
@brewtusbibulus     117589              Boise
@dn9ne:             117595              Boise
@AKILPRODUCTIONS    117778              Nampa
@AndersonAnthony    117797              Los Angeles
@Antonee            117802              Boise
@BaisdenLive        117807              Nampa
@DanielSunjata      117834              Los Angeles
@DekendrickS:       117839              Los Angeles
@GEORGIAME:         117853              Nampa
@GarySinise         117857              Nampa
@JLBrown48          117885              Boise
@NeYoCompound       117958              Boise
@RachelZoe:         117983              Boise
@ReaganGomez        117984              Los Angeles
@hollyrod4kids      118111              Boise
@iamjamiefoxx       118115              Nampa
@jasonjdfields:     118123              Nampa
@k_flyMN            118130              Nampa
@kdrussaw           118133              Boise
@kerrywashington!   118135              Nampa
@robfields:         118179              Nampa
@scifivision:       118187              Los Angeles
@shawnbarton        118190              Boise
@shawnbarton:       118191              Los Angeles
@shawnjanjan:       118192              Los Angeles
@therealtaraji      118214              Nampa
@Christosgage       118373              Los Angeles
@Colin_TBTAMC       118379              Los Angeles
@DaveHendrick       118399              Los Angeles
@Deensey            118407              Boise
@IDWPublishing.     118459              Nampa
@Janet_K_Lee        118479              Boise
@JoeCaramagna       118494              Nampa
@KodyChamberlain    118512              Boise
@MollyMcIsaac!      118544              Los Angeles
@MyronMacklin       118549              Nampa
@Remender           118589              Boise
@andykhouri         118705              Boise
@brantc             118733              Los Angeles
@cyganka            118774              Los Angeles
@digboston          118808              Los Angeles
@doronjosama        118817              Los Angeles
@elrevel            118830              Nampa
@gallifreyone       118854              Los Angeles
@hotdogtaco:        118890              Boise
@hubcomics          118891              Los Angeles
@joeyphelps         118930              Los Angeles
@kevin_church       118953              Los Angeles
@komikero:          118959              Nampa
@lovegiblet:        118977              Nampa
@malpertuis         118983              Los Angeles
@pbkiner            119044              Los Angeles
@stephbuscema       119112              Boise
@trishm:            119153              Nampa
@whoisrico!         119171              Nampa
@GingerRawrrgers    119212              Boise
@Karovamilkbar:     119220              Boise
@VancityJax         119250              Nampa
@laurastokes        119287              Nampa
@mlein72            119289              Los Angeles
@nettenet           119290              Los Angeles
@pembdave           119293              Nampa
@sela_ward          119298              Nampa
@xfbamx:            119305              Nampa
@docusher           119388              Los Angeles
@ACURASHERWAY       119415              Nampa
@TGNFps             119503              Los Angeles
@alqanuni           119541              Boise
@jshaffxo:          119577              Nampa
@junyamenace:       119579              Boise
@maliblue24         119583              Boise
@Bret_Postal        119721              Nampa
@BrewOrlando        119722              Boise
@Dbirdy             119745              Nampa
@Dive               119753              Los Angeles
@EmilySDickerson    119758              Nampa
@MissionMermaids    119857              Nampa
@TREEHOUSETRUCK     119925              Los Angeles
@TheLittleKitchn    119933              Los Angeles
@ThisisLars         119938              Boise
@be3d               119987              Nampa
@cc_chapman         120009              Boise
@jeffdachis:        120082              Nampa
@ksbrg              120120              Nampa
@kwidrick           120123              Los Angeles
@kwidrick:          120124              Nampa
@mattwetz84         120148              Los Angeles
@rohitbhargava      120203              Boise
@theRab             120257              Los Angeles
@thebuffington:     120259              Los Angeles
@typyburn           120270              Los Angeles
@yourdp             120287              Boise
@EVERTO0ON:         120295              Boise
@ThaisiPorto:       120302              Nampa
@TaraStiles         120425              Nampa
@mindbodygreen      120491              Boise
@MarkWaid's         120700              Nampa
@MidtownComics.     120708              Los Angeles
@MikeRaicht         120712              Nampa
@NapoliCOMICON:     120717              Boise
@TheIllumiNerdi:    120770              Boise
@adventuresofJ      120791              Nampa
@blambot            120805              Nampa
@comiXology.        120820              Los Angeles
@comicvine          120824              Los Angeles
@elizabethamber:    120841              Nampa
@eroc2def           120842              Los Angeles
@eshonborn          120843              Nampa
@gusjohnson         120857              Nampa
@richjohnston       120933              Los Angeles
@sethhurley         120947              Los Angeles
@tytempleton:       120972              Boise
@warrensimons       120975              Boise
@Adobe:             120985              Los Angeles
@Blueblur1          120989              Los Angeles
@Carl1412           120999              Boise
@DJHero:            121004              Boise
@Frank_Parent       121013              Boise
@HeroForTheHeart    121015              Nampa
@JaneWiedlin        121022              Nampa
@Rocksmithgame!     121044              Boise
@davemethvin        121083              Boise
@dmolsen:           121085              Los Angeles
@thegreatdave       121173              Los Angeles
@toddmparker        121174              Nampa
@JarosDesigns       121198              Boise
@Ooooh_Shiny        121207              Los Angeles
@PaperCakes         121208              Los Angeles
@bailybelle         121231              Boise
@girlsavage         121249              Boise
@gramblings         121251              Los Angeles
@jarosdesigns       121253              Nampa
@jenonearth         121254              Nampa
@jerseymaids        121255              Boise
@ohhellofriend      121273              Boise
@oktak              121274              Boise
@outodry            121275              Los Angeles
@poppysgarden:      121278              Boise
@sparrowscript      121285              Los Angeles
@stellaloella       121287              Boise
@NWFGreatLakes:     121331              Los Angeles
@PlantRealFla:      121334              Boise
@ScienceNOW         121335              Boise
@SimpleGeo          121337              Nampa
@EstebanHauser:     121411              Nampa
@ImNotFlash         121485              Nampa
@InanimateSkies:    121487              Nampa
@NoelBHungry:       121539              Los Angeles
@Only_Thinker       121549              Boise
@SecretIy:          121570              Nampa
@Simpleckz:         121572              Boise
@TheHaleyBaby:      121587              Boise
@CameronOchoa:      121702              Los Angeles
@CapricornsFacts    121703              Nampa
@OmarKelly          121781              Boise
@Sahasrala88        121794              Boise
@SonxGoku           121800              Los Angeles
@StraightEdgeCRF:   121803              Nampa
@TheJoeSchultz:     121808              Los Angeles
@Xuiryus            121823              Nampa
@acwmcoliseum       121831              Nampa
@jennaraetor        121858              Boise
@nickgroff_         121874              Los Angeles
@tuitillidie        121891              Boise
@I_Can_Make_That    121903              Boise
@KatieMarieGood     121905              Los Angeles
@BattingStanceG     121975              Boise
@Blondiethegood     121977              Boise
@BroadStBully24     121982              Los Angeles
@DNFlyers           122007              Boise
@FakeWIPCaller:     122035              Boise
@Giving_Chase       122044              Nampa
@GregABedard:       122045              Boise
@GriffinTimothy:    122049              Los Angeles
@KevinMcAlpin:      122117              Los Angeles
@Laurylaur5         122121              Los Angeles
@Rhyno_21           122198              Boise
@SAIVIIVIYBOY       122207              Nampa
@SIPabloTorre       122208              Boise
@_magowan           122279              Nampa
@block215           122292              Nampa
@blueclaws          122293              Boise
@carlygoulianos     122303              Los Angeles
@doctomg            122325              Nampa
@dooda1414          122327              Boise
@eagles             122332              Boise
@ekt8750            122334              Los Angeles
@gonzoCSN           122345              Boise
@homer280           122352              Nampa
@jima3              122370              Nampa
@klondike9          122397              Boise
@leebrice           122402              Nampa
@margaretkane       122407              Boise
@philsigke:         122437              Nampa
@thehawk38          122489              Nampa
@thephilsblunt      122492              Boise
@tonyisdynamic:     122501              Los Angeles
@suckerpunchjosh    122558              Boise
@AxeRadioAcadia     122583              Nampa
@pugcrawford:       122720              Nampa
@rickmercer:        122723              Los Angeles
@vFelixBlackv:      122874              Boise
@AdrianYoungND      122883              Nampa
@CollegeTownLife:   122907              Boise
@DRubenSandwich     122913              Los Angeles
@DailyCamera        122914              Los Angeles
@EvaLongoria,       122930              Nampa
@Furmanator_:       122934              Los Angeles
@GLSEN              122935              Nampa
@JamieHarkins       122947              Los Angeles
@dc_alicia:         123101              Los Angeles
@formichetti:       123115              Nampa
@gcspitfire22       123117              Boise
@iisjulia           123137              Nampa
@isRayJ             123139              Los Angeles
@maxberger:         123177              Los Angeles
@mccoySG            123180              Nampa
@nicgarcia:         123187              Los Angeles
@protectNC:         123199              Boise
@waylonlewis:       123231              Boise
@ESVTV.             123284              Boise
@IronSquidGaming    123324              Boise
@Kyhol:             123338              Los Angeles
@Painuser           123374              Los Angeles
@SarahLogan1        123390              Boise
@SystemSC2:         123405              Boise
@col_catz           123449              Boise
@dignitasSelect     123451              Los Angeles
@mouzThorZaIN:      123511              Los Angeles
@mrbittertv         123512              Los Angeles
@mikebmcl           123727              Boise
@playXBNA           123742              Nampa
@sfpinball          123751              Boise
@skaipio:           123755              Los Angeles
@ArianneOfDorne     123802              Nampa
@AryaSheWolf,       123807              Los Angeles
@Asha__Greyjoy      123811              Nampa
@BakeRhia:          123817              Nampa
@CatelynStark       123859              Los Angeles
@DeadBeatBarbie     123883              Los Angeles
@DevotedDevan       123885              Nampa
@DrogoTheKhal:      123899              Boise
@Drogon_            123900              Los Angeles
@LordEddardStark:   124077              Los Angeles
@LyaStark's         124095              Los Angeles
@LyannaStark1       124097              Nampa
@PetyrBaelishEsp    124173              Nampa
@PypPypHooray       124197              Los Angeles
@RenlyBaratheeon    124221              Nampa
@RobbStarkSpa       124232              Boise
@Robb_Stark_        124233              Nampa
@SadderShireen      124239              Boise
@Shae_Does          124275              Los Angeles
@SueThePirate:      124309              Los Angeles
@Summer_Direwolf    124310              Los Angeles
@Tywin_Lannister    124370              Nampa
@Val_Wildling       124371              Boise
@YourLordTywin:     124407              Boise
@ZacEfron:          124408              Los Angeles
@_LadyWhiskers_     124412              Los Angeles
@j_connington's     124470              Boise
@jacobmchapman      124472              Los Angeles
@jaqen_hghar        124474              Nampa
@jmnzl:             124477              Boise
@melisandre_red     124512              Boise
@momreadsasoiaf:    124514              Nampa
@mooneytwin:        124515              Los Angeles
@DolbyAnol          124703              Nampa
@Futurewife_SFR     124705              Los Angeles
@KimikoRoss         124714              Nampa
@ambersalis         124737              Boise
@kendricklamar,     124775              Boise
@rrriles            124802              Boise
@AriSarsalari:      124828              Los Angeles
@Beth_Scally:       124837              Boise
@CIMSS_Satellite    124842              Boise
@CarbondaleIL?      124845              Los Angeles
@MEGANHATTON        124889              Nampa
@NewReleasesNow:    124901              Boise
@RichardPiperIV     124910              Los Angeles
@RobAnalytics:      124911              Nampa
@SIUC!!             124923              Boise
@SIUCNSP_Angie:     124927              Boise
@SIUCRecCenter      124928              Boise
@dfreese23          125010              Nampa
@pinchpenny         125057              Los Angeles
@producerjeff       125059              Nampa
@soup_kelley        125080              Boise
@spydieshooter      125084              Boise
@stacyjill          125085              Boise
@trescarbondale:    125104              Boise
@AaronM             125172              Los Angeles
@AkikoFujita        125174              Los Angeles
@TimeOutTokyo:      125223              Los Angeles
@aaronights         125228              Nampa
@ameseys            125230              Nampa
@ntheweird:         125272              Nampa
@JGForsyth          125349              Nampa
@JGForsyth:         125350              Boise
@JJ_159:            125351              Boise
@LDNCalling         125357              Los Angeles
@LSPollack:         125358              Nampa
@ReutersJamie:      125389              Nampa
@ReutersPolls:      125390              Los Angeles
@SCClemons          125393              Los Angeles
@scottybarber       125537              Los Angeles
@tomchivers         125550              Los Angeles
@BenMac15           125724              Los Angeles
@BoyGirlFacts:      125727              Los Angeles
@CurtisLofton50     125750              Boise
@DBrooks55          125754              Nampa
@ImMrKennedy:       125792              Boise
@ItsReginaG:        125793              Boise
@JPBeastMode        125797              Nampa
@KevinTownsend19    125821              Boise
@Kkarrie            125822              Nampa
@Ms_Melee           125854              Los Angeles
@NStephens3         125859              Los Angeles
@RiiAAAAkinZZ:      125879              Boise
@casabermano        125955              Nampa
@itsall_GRAVEyyy:   125972              Nampa
@NBC.com!           127015              Los Angeles
@Bastilledan,       127128              Boise
@LenaDunham         127178              Boise
@LetMyPrideBe       127179              Nampa
@NeonIndian,        127194              Boise
@abirdieforever     127225              Boise
@carlygee:          127238              Boise
@chrisinmcr:        127242              Boise
@clash_music:       127244              Boise
@deltaspirit        127254              Boise
@josloren:          127278              Los Angeles
@kylalagrange,      127281              Boise
@maria_taylor       127288              Nampa
@mariaggonzalez:    127289              Boise
@murrayjames,       127298              Los Angeles
@rockfeedback:      127330              Los Angeles
@summercampband:    127348              Boise
@NEMOamsterdam!     127412              Los Angeles
@aSpaceboy          127445              Los Angeles
@artis.             127449              Boise
@astro_andre)       127450              Los Angeles
@govertschilling:   127470              Boise
@kysia              127482              Nampa
@McLaffyTaffy.      127577              Nampa
@RobSylar199:       127598              Nampa
@gorecentral        127718              Nampa
@iJeffory           127719              Boise
@johnnyboylrg       127722              Los Angeles
@RaptureDept        127793              Los Angeles
@ZervRFTW:          127821              Los Angeles
@darfbugga          127834              Los Angeles
@ALEX_HAMILTON32    127879              Boise
@JordyWhaa          127897              Boise
@sidnwilf           127951              Boise
@2PProductions:     127955              Boise
@DataGRDN:          127975              Nampa
@RagnarTornquist:   128007              Los Angeles
@jimmoray           128084              Nampa
@johnmangino        128085              Nampa
@kevingtoth:        128089              Nampa
@spacechemgame      128131              Nampa
@suprstace          128135              Nampa
@yoyofactory:       128153              Los Angeles
@AlaisterLow        128174              Nampa
@DFID_UK            128179              Los Angeles
@Fullscreen,        128218              Boise
@KiddyKong:         128220              Nampa
@TheBCHitmarkers    128224              Boise
@lolitsthad         128241              Nampa
@xJamesDC:          128250              Boise
@CrazyForKris       128317              Nampa
@DecodeRobsten:     128328              Boise
@IRobsten_s2        128393              Nampa
@InLoveByRobSten:   128398              Boise
@KeeriStewart       128420              Nampa
@KristenClub:       128432              Boise
@KrollJVar:         128440              Los Angeles
@LoucasRobPattz     128449              Los Angeles
@PorraRobsten:      128523              Los Angeles
@PriihCullen:       128524              Boise
